Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,3987,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
33,No,Travel_Frequently,430,Sales,7,3,Medical,1,3988,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3
34,No,Travel_Rarely,1326,Sales,3,3,Other,1,3989,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,3990,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,3991,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,3992,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,3993,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,3994,2,Male,93,4,2,Research Scientist,3,Married,4900,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,3995,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,1,3996,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,3997,1,Male,92,3,1,Sales Representative,3,Married,2909,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,3998,1,Female,51,3,2,Sales Executive,2,Single,5765,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,3999,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,4000,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,1,4001,2,Male,89,3,1,Laboratory Technician,1,Single,3172,16998,2,Y,Yes,11,3,3,80,0,4,2,2,0,0,0,0
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1,4002,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
44,No,Travel_Frequently,1193,,2,1,Medical,1,4003,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,4004,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,4005,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,4006,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,4007,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2
47,No,Travel_Rarely,571,Sales,14,3,Medical,1,4008,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1,4009,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,4010,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1,4011,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,4012,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,4013,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,4014,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,4015,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Y,Yes,17,3,1,80,0,14,6,3,0,0,0,0
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,1,4016,3,Male,64,3,3,Manager,4,Single,11244,21072,2,Y,No,25,4,2,80,0,10,5,4,5,2,0,0
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1,4017,2,Female,87,3,4,Manager,4,Divorced,16032,24456,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,4018,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,4019,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,4020,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,4021,3,Female,51,3,4,Manager,2,Married,16606,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,4022,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,4023,1,Male,97,3,2,Laboratory Technician,3,Single,2272,24812,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,4024,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,4025,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,4026,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,4027,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,4028,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,4029,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,4030,1,Male,47,3,2,Research Scientist,4,Married,-6738,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1,4031,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,4032,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,4033,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,Y,No,20,4,4,80,1,8,3,3,5,4,0,3
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,4034,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,4035,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,4036,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,4037,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,4038,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,4039,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,4040,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,4041,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,4042,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,4043,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,4044,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,4045,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,4046,1,Male,46,3,2,Sales Executive,1,Married,-3419,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,4047,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,4048,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,4049,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,4050,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,4051,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,4052,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1,4053,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,4054,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,4055,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,4056,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1,4057,3,Male,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,7279,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,4059,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,4060,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
38,No,Travel_Rarely,437,,16,3,Life Sciences,1,4061,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,4062,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,4063,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,4064,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1,4065,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,4066,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1,4067,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,4068,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,4069,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1,4070,4,Male,93,2,5,Manager,4,Single,19613,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,4071,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,4072,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,4073,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,4074,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,4075,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,4076,4,Male,56,4,4,Manager,1,Single,17567,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,4077,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
22,No,Non-Travel,457,Research & Development,26,2,Other,1,4078,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,4079,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
32,No,Travel_Rarely,634,,5,4,Other,1,4080,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,4081,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,4082,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,4083,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
45,No,Non-Travel,336,Sales,26,3,Marketing,1,4084,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
31,No,Travel_Frequently,715,Sales,2,4,Other,1,4085,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,4086,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,4087,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,4088,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,4089,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,4090,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,4091,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,4092,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,4093,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,4094,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,4095,4,Female,98,3,5,Manager,3,Married,19658,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,4096,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,4097,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,4098,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,4099,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,4100,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,4101,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,4102,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,4103,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,4104,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,448,,16,3,Life Sciences,1,4105,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,4106,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,4107,3,MALE,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,4108,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,4109,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,4110,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,4111,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,4112,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,4113,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,4114,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,4115,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,4116,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,4117,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,4118,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,4119,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,4120,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,4121,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,4122,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,4123,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,4124,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,4125,2,Female,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,4126,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,4127,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
